age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,y
58,5,1,3,0,928,0,0,1,4,1,152,2,0
44,9,0,1,0,2340,0,0,0,29,5,637,3,0
44,3,1,1,0,281,1,0,2,8,8,604,1,0
29,4,2,2,0,2753,0,0,0,30,0,645,1,1
41,9,2,2,0,0,1,0,0,19,9,635,6,0
57,5,0,0,0,606,0,0,0,4,8,227,2,0
40,5,1,0,0,407,1,0,2,7,8,502,1,0
26,8,2,1,0,480,0,0,0,30,0,104,1,0
53,7,1,1,0,579,0,0,2,4,6,1224,7,0
37,4,1,2,0,658,1,0,0,5,8,838,1,1
58,6,0,2,0,1382,0,0,2,9,6,700,1,1
40,4,2,2,0,171,0,0,0,19,1,1241,3,0
34,0,0,1,0,-251,0,0,0,18,5,641,1,1
39,1,0,0,0,1317,1,0,0,20,9,543,1,1
34,7,1,1,0,1337,0,0,0,30,0,442,1,1
56,5,1,2,0,839,0,1,0,18,9,630,1,0
43,4,1,2,0,870,1,1,2,8,8,528,1,0
53,9,0,1,1,-896,0,1,2,9,6,452,1,0
31,9,1,1,0,119,1,0,0,4,3,380,1,0
56,10,1,0,0,5496,1,0,0,3,3,330,3,0
35,4,0,2,0,153,0,0,0,9,5,593,2,0
55,4,2,3,0,111,0,0,0,16,0,117,1,0
32,9,2,2,0,4665,1,0,2,21,8,860,2,1
25,0,2,1,0,-213,0,1,0,16,5,592,1,0
50,10,1,1,0,-13,1,0,2,14,8,554,1,0
39,4,1,2,0,606,0,0,0,4,3,79,1,0
53,0,1,1,0,2924,0,0,0,19,9,800,6,0
40,1,1,1,0,563,1,0,2,7,8,615,1,0
33,9,1,1,0,390,0,0,0,13,1,460,2,0
30,1,1,0,0,-430,1,0,2,30,8,648,5,0
60,3,1,0,0,1163,0,0,0,30,0,470,8,1
59,10,1,0,0,13836,0,0,1,20,9,733,1,0
33,9,1,1,0,0,1,1,0,4,3,154,2,0
59,5,1,1,0,644,0,0,1,20,9,547,2,0
41,1,2,0,0,0,1,0,2,16,8,522,5,0
46,4,1,1,0,0,0,0,0,18,9,1855,1,1
34,9,2,1,0,440,1,0,0,6,8,445,2,0
44,9,2,1,0,7138,0,0,0,8,1,809,2,1
28,6,1,2,0,476,0,1,0,22,5,630,1,0
44,5,1,1,0,2692,0,0,2,12,6,583,1,0
35,1,1,0,0,690,1,0,2,26,8,880,3,0
36,0,1,1,0,606,1,0,0,2,3,102,2,0
30,1,2,1,0,148,0,0,0,2,0,206,1,0
46,1,1,1,0,182,0,0,0,4,3,56,1,0
46,7,0,1,0,4329,0,0,0,21,9,534,2,1
31,4,1,2,0,676,0,0,0,7,1,1182,1,1
27,10,2,2,0,3060,0,0,0,30,4,533,1,0
51,9,1,1,0,130,0,0,0,22,1,547,3,0
59,9,1,1,0,1139,0,0,0,14,5,607,2,0
45,7,1,1,0,692,1,0,2,28,8,506,2,0
60,4,0,1,0,0,0,0,0,5,1,603,3,1
32,1,2,0,0,180,1,0,0,13,8,804,1,0
41,0,1,1,0,437,1,0,0,2,3,138,1,0
30,9,2,1,0,137,0,1,0,8,5,517,2,0
45,1,1,1,0,863,1,0,0,14,0,565,2,0
45,0,0,1,0,-176,0,1,0,7,5,574,1,1
43,9,0,1,0,305,1,0,0,5,8,674,2,0
37,0,2,1,0,0,1,0,0,16,0,640,2,0
58,0,1,1,0,2747,0,0,0,17,9,907,2,0
46,1,2,1,0,521,1,0,0,13,8,502,1,0
37,4,1,2,0,751,1,0,0,2,3,186,4,0
27,7,2,1,0,0,0,0,0,1,6,181,1,0
35,4,2,2,0,863,0,0,0,11,1,481,2,0
49,1,1,1,0,298,1,0,0,3,3,392,3,0
48,1,1,0,0,559,1,0,2,15,8,1231,2,0
40,4,1,2,0,1213,0,0,0,4,1,53,1,0
35,1,2,0,0,293,1,0,2,30,8,521,2,0
30,1,2,1,0,2145,1,0,0,18,8,727,2,1
46,1,1,0,0,1303,0,0,0,4,1,174,1,0
41,4,1,2,0,27696,0,0,0,30,0,108,1,0
37,6,1,1,0,2575,1,0,0,14,5,505,2,0
37,1,2,1,0,5818,0,0,2,17,6,652,2,0
39,1,1,1,0,0,1,0,0,18,9,420,2,0
32,1,1,1,0,1520,1,0,0,19,9,493,1,0
63,5,1,2,0,133,1,0,0,13,3,104,2,0
44,1,2,3,0,2167,1,0,2,7,8,1273,1,0
40,0,2,1,0,2040,1,0,0,18,8,906,2,1
56,1,1,1,0,659,1,0,0,2,3,148,1,0
33,1,2,1,0,4404,1,0,0,20,9,766,3,0
23,9,2,1,0,598,0,0,0,30,0,166,1,0
42,6,1,2,0,5,1,0,2,13,8,853,1,0
33,4,1,2,0,73,1,0,0,2,3,214,1,0
38,0,2,1,0,2470,0,0,1,31,10,227,1,1
53,4,1,2,0,1313,0,0,0,4,1,136,2,0
41,2,1,2,0,0,1,0,0,3,3,168,3,0
35,1,1,0,0,0,1,1,0,2,3,698,2,0
59,5,1,1,0,667,0,0,0,20,9,486,1,0
55,5,0,0,0,1420,0,0,2,23,6,655,4,0
33,4,2,2,0,1724,0,0,0,3,3,252,6,0
31,7,2,1,0,469,0,1,0,2,3,111,1,0
30,4,2,2,0,9634,0,0,0,12,1,781,5,0
29,1,1,0,0,1615,1,0,2,28,8,551,1,0
53,9,0,1,0,989,1,0,2,5,8,812,1,0
50,0,2,1,0,167,0,1,0,4,3,346,2,0
33,7,2,2,0,1268,1,0,0,3,6,2219,1,0
46,0,0,1,0,660,1,0,0,29,4,1026,1,0
32,9,2,1,0,-420,0,0,0,22,1,586,2,0
33,4,2,2,0,3770,0,0,0,28,4,757,2,0
55,0,0,1,0,3524,1,0,2,19,8,492,6,0
36,8,2,1,0,17,0,0,0,22,0,621,1,1
40,4,1,2,0,158,0,0,1,30,0,712,2,1
36,1,1,3,0,-417,1,0,2,27,8,597,3,0
49,9,1,1,0,305,0,0,0,30,0,401,1,0
28,0,2,1,0,377,0,0,0,30,0,571,1,1
32,9,2,1,0,540,0,1,0,29,4,750,1,1
37,9,0,1,0,-18,0,0,0,21,1,870,4,0
41,3,1,0,0,0,0,0,0,14,0,168,1,1
44,1,0,1,0,272,1,0,0,4,3,219,4,0
35,4,2,1,0,0,1,0,0,6,8,495,1,0
49,9,1,1,0,1432,1,1,0,18,9,1014,3,0
51,0,1,0,0,576,1,0,0,23,5,434,1,0
42,4,2,2,0,515,1,0,0,19,9,501,2,0
30,4,2,2,0,2,1,1,0,25,5,1031,8,1
35,0,1,1,0,430,1,0,0,17,0,611,1,0
58,0,0,1,0,1947,0,0,1,26,10,228,1,1
52,1,1,1,0,1405,0,1,0,17,5,753,2,1
38,7,2,1,0,9609,1,0,0,11,1,1687,9,0
47,11,2,3,0,172,0,0,1,2,6,23,1,0
31,9,2,2,0,22,1,0,2,9,8,483,3,1
32,7,1,1,0,1844,1,1,0,3,3,158,4,0
56,7,0,1,0,1347,0,1,2,4,5,678,2,0
60,0,1,1,0,-396,1,0,0,11,8,443,1,0
27,1,2,1,0,551,0,0,0,3,3,565,2,0
48,4,1,1,0,36686,0,0,0,30,0,295,1,0
50,4,1,2,0,453,0,1,2,4,5,608,1,0
39,1,1,1,0,1403,1,1,0,12,8,429,2,0
52,1,1,1,0,580,0,0,0,21,9,965,2,1
39,4,0,2,0,1968,0,0,0,21,9,648,1,1
36,0,0,1,1,-491,1,1,2,21,8,671,3,0
50,5,1,1,0,6998,1,0,2,29,8,1196,1,0
28,8,2,2,0,3026,0,0,0,3,3,124,1,0
20,8,2,1,0,502,0,0,0,30,0,261,1,1
53,9,1,1,0,7984,1,0,0,2,3,151,1,0
37,2,0,2,0,66,0,0,0,18,9,1164,2,1
55,4,1,2,0,6770,0,0,0,27,0,167,1,0
36,4,1,2,0,322,1,0,0,22,5,485,1,0
26,1,1,1,0,246,1,0,2,16,8,1143,3,1
46,7,1,1,0,4,0,0,0,30,0,268,1,1
31,4,2,2,0,165,0,1,0,8,1,523,2,1
35,9,2,1,0,344,0,0,0,27,1,519,16,1
29,0,2,1,0,3986,1,0,2,9,8,488,2,0
40,1,1,1,1,231,1,0,0,2,3,69,3,0
27,4,2,1,0,35,0,0,0,4,5,255,1,0
35,9,2,1,0,16,1,0,0,8,0,903,1,1
44,6,1,2,0,8402,1,0,0,18,1,515,5,0
35,1,1,1,0,911,1,0,0,20,9,434,2,0
52,4,1,2,0,163,0,0,0,28,1,638,6,0
30,9,2,1,0,782,1,1,0,20,9,462,4,0
33,4,2,2,0,1011,1,0,2,12,8,1495,4,0
31,9,2,2,0,387,0,0,0,4,1,149,1,0
31,4,1,2,0,4945,0,0,0,11,1,445,1,0
54,0,1,2,0,184,0,0,2,5,8,673,2,1
35,9,1,2,0,1354,0,0,0,2,6,250,2,1
45,9,1,2,0,5110,0,0,0,22,0,341,2,1
40,5,1,0,0,658,1,0,0,4,3,132,1,0
44,7,0,1,0,-368,1,0,0,5,8,895,1,1
49,9,1,2,0,523,1,0,0,3,7,152,2,1
25,0,2,1,0,122,1,0,0,7,8,481,2,1
55,1,1,0,0,145,0,0,1,2,3,59,3,0
48,0,1,0,0,3,1,0,0,3,3,69,1,0
61,5,1,0,0,1060,1,0,2,13,8,118,1,0
51,0,1,1,0,513,1,0,2,14,8,534,1,0
54,4,1,2,0,1460,0,1,0,3,3,341,3,0
50,1,1,3,0,2284,1,0,1,31,5,1088,17,1
46,7,2,3,0,454,0,0,0,24,0,155,9,0
24,0,2,1,0,99,0,0,0,4,3,56,3,0
32,7,1,1,0,2196,1,0,0,21,5,1156,1,0
42,1,1,1,0,1297,1,0,0,3,0,697,2,0
30,10,2,2,0,1683,0,0,0,15,0,162,2,0
36,0,2,1,0,8785,1,0,0,20,9,425,2,0
44,1,1,0,0,314,1,0,2,30,8,742,2,0
24,8,2,1,0,387,0,0,1,4,8,340,8,1
48,4,1,2,0,2266,0,0,0,18,9,676,1,1
36,10,2,2,0,9019,1,0,2,11,6,952,3,0
38,1,1,0,0,406,1,0,0,25,5,460,5,0
39,0,2,1,0,782,1,0,0,2,6,162,2,0
44,6,0,2,0,1070,1,0,0,30,0,381,1,1
31,9,2,1,1,25,0,0,0,2,3,381,1,0
30,1,2,1,0,5,1,0,0,4,3,196,1,0
39,1,2,3,0,2841,1,0,2,5,6,1121,3,0
33,0,2,1,0,304,0,1,0,4,3,160,2,0
35,0,0,1,0,534,0,0,0,15,8,669,1,1
27,0,1,1,0,1293,1,0,0,8,0,1665,3,1
47,4,1,2,0,286,0,0,0,22,1,557,7,0
55,9,1,1,0,276,1,0,2,12,8,486,1,0
58,1,2,1,0,3612,1,0,0,15,0,563,1,0
49,9,2,1,0,0,1,0,2,20,8,484,2,0
33,1,1,1,1,-266,1,1,0,3,3,16,7,0
53,5,1,1,0,665,1,0,0,22,0,371,2,1
52,1,1,1,0,372,1,0,0,8,8,478,1,0
49,9,1,1,0,324,0,0,0,4,1,227,1,0
33,1,2,0,0,127,1,0,2,29,8,1059,2,1
56,1,1,1,0,-199,0,1,0,16,5,428,2,0
51,10,1,0,0,1162,1,0,0,25,5,2015,1,1
32,9,1,1,0,560,0,0,0,6,1,1044,4,1
36,1,1,0,0,378,1,0,0,5,8,1240,1,1
33,1,2,1,0,-416,1,0,2,16,8,767,2,1
41,0,1,1,0,67,0,0,0,20,0,185,2,0
60,5,1,0,0,566,0,1,0,23,5,423,1,0
43,4,1,2,0,0,0,0,0,14,5,1153,3,1
53,9,2,1,0,0,0,0,0,4,1,134,2,0
41,4,2,2,0,7595,0,0,0,17,9,1121,2,0
42,4,1,1,0,43,1,0,2,14,8,735,8,0
49,3,0,0,0,164,1,0,2,9,8,1080,5,0
33,9,2,1,0,0,0,0,2,3,5,1106,2,0
34,3,1,1,0,520,1,0,0,3,3,22,6,0
36,9,1,1,0,0,0,0,0,2,0,748,1,0
29,1,1,0,0,57,0,1,0,7,5,461,1,0
52,7,1,1,0,1000,0,0,0,5,1,766,2,1
55,6,0,1,0,1530,0,0,0,2,3,166,1,0
40,0,2,1,0,60,1,0,0,15,8,460,3,0
40,1,0,0,0,21,1,0,2,9,8,584,1,0
34,5,1,0,0,4499,0,0,2,21,8,1681,1,1
31,9,2,1,0,2484,1,0,0,7,0,562,1,0
29,9,2,2,0,68,1,0,0,20,0,658,1,0
60,11,1,3,0,17297,0,0,0,26,1,664,11,1
26,0,2,1,0,274,0,0,0,1,0,351,3,1
34,1,2,0,0,2040,0,0,2,17,6,509,4,0
31,4,2,2,0,4718,1,0,0,21,9,536,1,1
43,0,1,1,0,477,1,0,0,27,3,476,2,0
56,5,1,0,0,9367,0,0,0,4,8,617,2,1
27,0,2,1,0,261,1,1,0,3,6,592,4,1
34,4,1,2,0,828,0,1,0,11,1,1080,3,1
32,4,2,2,0,769,0,0,0,29,1,695,2,1
34,9,1,1,0,1035,0,0,0,25,1,1374,10,1
57,9,1,1,0,2625,0,0,0,14,1,465,2,0
38,1,1,0,0,580,1,0,2,30,8,572,6,0
35,9,2,1,0,1693,1,0,0,10,3,515,1,1
25,1,1,1,0,1025,1,0,2,28,8,478,2,0
49,4,1,2,0,4751,0,0,0,12,1,884,4,1
59,5,1,2,0,1312,1,0,0,1,6,244,2,0
25,8,2,0,0,373,1,0,0,11,8,819,2,1
43,1,2,1,0,740,1,0,2,20,6,585,2,1
27,9,1,1,0,639,1,0,2,26,8,633,1,0
27,4,2,2,1,1414,1,0,0,2,3,95,1,0
39,1,1,0,0,1802,1,0,2,2,6,490,1,0
26,1,2,1,0,82,1,0,2,9,8,654,1,1
40,9,0,2,0,568,1,0,2,24,10,112,1,1
54,4,1,2,0,534,0,0,0,1,6,177,2,1
33,1,2,1,0,264,1,0,0,17,0,494,1,0
51,10,0,1,0,-56,1,0,0,19,9,544,3,0
35,7,1,1,0,17,1,0,0,4,8,110,4,0
57,7,1,0,0,491,1,0,0,15,0,1217,3,1
26,1,1,0,0,399,1,0,0,22,5,1288,2,0
27,4,2,2,0,616,1,0,0,22,8,685,1,1
44,10,0,1,0,522,0,0,0,7,0,411,1,0
36,7,1,1,0,812,1,1,0,2,3,138,2,0
39,9,1,2,0,0,1,0,0,14,5,894,7,1
26,0,2,1,0,96,0,0,0,2,6,696,1,0
66,3,1,1,0,1929,0,0,0,2,3,169,1,0
53,9,1,1,0,529,1,0,0,28,4,558,1,0
49,1,1,1,0,1127,1,1,0,10,5,579,1,0
44,7,1,1,0,332,0,0,0,3,6,171,1,0
27,9,0,1,0,1977,1,0,0,22,8,449,1,1
58,5,2,2,0,1411,1,0,0,13,8,425,2,0
68,5,1,1,0,20723,1,0,0,28,0,318,2,0
32,1,1,0,0,-454,1,1,0,18,8,801,5,1
47,1,1,0,0,830,0,1,0,25,5,795,1,0
59,3,1,0,0,182,0,0,0,3,3,133,1,0
54,5,1,1,0,1004,1,0,0,1,0,479,1,0
35,4,1,0,0,-326,1,1,0,20,9,518,2,0
35,4,1,1,0,0,1,0,0,15,5,490,5,0
29,1,1,1,0,721,1,0,0,23,5,644,1,0
38,4,1,1,0,93,0,0,2,3,5,515,2,0
36,6,2,1,0,1295,0,0,0,20,9,1192,1,1
36,10,2,2,0,1291,0,0,0,3,3,298,1,1
51,1,1,1,0,1121,0,0,0,4,1,824,2,0
41,0,1,1,0,546,1,0,0,4,3,418,2,0
47,4,2,2,0,86,0,0,0,2,3,1086,1,1
34,4,1,2,0,3047,0,0,0,30,0,317,1,1
58,5,1,0,0,0,0,0,0,4,1,506,1,0
53,4,1,0,0,798,1,0,1,2,3,45,1,0
54,1,1,1,0,466,0,0,0,29,1,436,4,0
33,4,2,2,0,12,0,0,0,20,1,471,5,0
41,4,2,2,0,4477,0,0,0,4,1,357,2,0
36,4,1,2,0,853,1,1,0,2,3,408,1,0
30,7,2,0,0,411,1,0,0,6,8,457,1,0
27,9,2,1,0,629,1,1,2,18,6,680,2,0
40,4,1,1,0,9047,1,0,0,21,9,527,1,0
46,1,1,0,0,676,1,0,0,20,9,825,6,0
36,4,1,2,0,953,1,1,1,4,8,354,2,0
41,6,1,1,0,3123,1,0,0,3,0,1203,2,1
33,1,2,1,0,1254,1,0,0,14,0,584,1,0
35,4,2,2,0,704,0,0,0,21,0,164,1,1
44,7,1,1,0,522,0,1,2,20,6,911,1,1
49,4,1,1,0,1623,1,0,0,19,9,1081,2,1
29,1,2,1,0,1958,1,0,0,9,5,643,1,0
28,1,1,1,0,4287,0,0,0,30,0,171,1,0
31,4,2,2,0,319,1,0,0,11,1,565,2,0
48,0,1,0,0,4459,1,0,0,3,0,439,2,0
38,1,2,2,0,2885,1,0,2,20,6,1422,10,1
19,8,2,3,0,5368,0,0,0,4,8,77,6,0
69,5,1,0,0,2713,0,0,1,3,3,32,1,0
56,1,2,1,0,663,0,1,0,8,5,819,3,1
58,9,2,1,0,409,0,1,0,14,5,643,2,0
31,9,1,2,0,120,0,0,0,8,1,1000,1,1
32,1,1,0,0,2198,0,0,0,15,8,463,1,0
26,1,2,1,1,81,0,1,0,8,5,803,2,1
43,9,1,2,0,4333,1,0,0,20,9,1490,3,1
38,4,1,2,1,327,1,1,0,9,5,556,5,1
46,1,1,0,0,809,0,0,0,4,1,160,1,0
35,0,2,1,0,57,0,1,0,8,5,632,2,0
35,1,1,1,0,325,0,0,2,12,8,592,2,0
46,1,1,0,0,874,0,0,0,6,1,996,1,1
30,1,2,3,0,694,1,1,0,18,8,599,1,0
26,8,2,3,0,2503,0,0,0,30,0,121,1,0
32,7,1,1,0,55,1,0,2,15,8,546,9,0
32,9,2,2,0,5514,0,0,0,22,0,319,1,1
45,1,0,1,0,1269,1,0,0,29,4,549,2,0
36,9,1,2,0,202,0,0,0,1,6,206,1,0
46,1,2,1,0,374,0,1,0,4,3,23,5,0
45,9,0,1,0,441,1,0,0,2,3,535,1,0
34,9,2,1,0,399,1,0,2,2,6,493,3,0
49,9,1,1,0,1684,0,1,0,1,6,412,2,1
43,4,0,2,0,388,1,0,2,8,8,2087,2,1
30,7,2,1,0,122,1,0,2,12,8,501,2,0
27,7,2,1,0,150,0,0,0,13,0,81,3,0
33,2,1,1,0,-627,1,1,0,8,5,740,1,1
46,11,1,3,0,677,0,0,0,3,3,425,1,0
51,4,1,2,0,15904,0,0,0,7,1,504,4,0
32,0,1,1,0,86,1,0,2,26,8,1099,1,0
38,1,1,1,0,4586,1,0,2,8,8,784,1,0
33,4,1,2,0,4570,0,0,0,22,1,1258,2,1
32,7,1,3,0,23,0,0,0,11,5,425,2,0
27,1,2,1,0,0,1,0,2,21,8,504,1,0
59,9,1,1,0,2308,0,0,0,30,0,815,1,1
90,5,0,1,0,1,0,0,0,13,3,152,3,1
41,9,2,1,0,43,0,0,0,8,1,420,2,0
27,9,2,1,0,1235,0,0,0,3,3,191,1,0
42,1,1,0,0,401,1,0,0,21,5,581,4,0
56,2,1,1,0,5838,0,0,0,2,3,116,2,0
32,9,2,1,0,224,0,0,0,29,1,451,4,0
42,1,0,0,0,1278,0,0,0,29,5,422,4,0
85,5,0,0,0,7613,0,0,0,18,3,355,3,1
41,6,0,2,0,4418,1,0,0,21,9,855,3,0
55,1,1,3,0,7561,0,0,2,6,6,685,3,1
30,1,1,0,0,1101,1,1,0,19,9,779,2,0
34,4,1,2,0,201,0,0,1,4,8,21,5,0
40,4,2,2,0,1361,0,0,0,29,4,1473,1,1
43,4,1,1,0,-213,0,1,1,7,5,543,2,0
77,5,1,2,0,0,0,0,0,6,0,190,1,0
31,1,2,0,0,1097,1,0,2,20,8,485,3,0
34,4,2,2,0,682,0,0,0,27,1,472,3,0
33,9,2,2,0,49,0,0,0,25,1,476,3,0
52,9,1,3,0,9687,1,0,2,29,8,936,1,0
36,3,1,2,1,-1941,1,0,2,16,6,505,1,0
48,0,1,1,0,387,0,1,1,20,9,761,3,0
53,9,1,1,0,598,0,0,0,2,3,340,3,0
50,1,1,1,0,181,1,0,0,17,0,599,2,0
39,9,2,1,0,175,0,1,2,16,6,757,2,0
25,1,2,1,0,189,0,1,0,8,5,687,2,1
55,0,1,1,0,356,0,0,1,27,1,554,6,0
38,4,0,1,0,257,1,0,0,30,0,435,1,1
31,7,2,1,0,205,1,0,0,15,0,465,1,0
36,0,1,1,0,1207,1,0,0,19,9,1792,2,1
61,3,1,2,0,746,0,0,0,7,1,108,4,0
44,4,1,2,0,318,0,0,0,18,9,638,2,0
24,0,2,1,0,5,0,0,0,7,0,66,1,0
54,9,0,1,0,0,1,1,0,3,3,62,2,0
37,3,2,1,0,2042,1,0,2,20,8,485,1,0
54,9,2,3,0,447,1,0,2,5,8,742,2,0
34,0,0,1,0,25,0,0,0,11,5,666,2,0
28,9,2,1,0,1417,1,0,2,28,8,491,1,0
35,0,1,1,0,220,1,0,0,2,3,153,4,0
68,5,1,0,0,1759,0,0,1,8,0,185,1,0
31,1,2,0,0,2369,1,1,0,20,9,470,2,0
31,8,2,2,0,64,0,0,0,2,6,261,2,1
30,0,2,1,0,294,1,1,0,21,9,527,1,0
33,1,1,1,0,1130,1,0,0,7,0,1063,1,0
51,4,1,2,0,7631,0,0,0,20,1,896,8,0
32,1,0,1,0,0,1,0,2,2,6,746,2,0
25,1,2,1,0,674,0,0,0,24,5,736,2,0
51,1,1,1,0,2237,1,0,2,29,8,619,1,0
38,9,1,1,0,508,1,0,0,18,9,722,3,0
39,6,1,2,0,2630,0,0,2,12,6,651,5,1
27,1,2,0,0,265,1,0,0,13,8,1119,2,1
47,0,0,1,0,2232,0,0,0,27,8,439,1,1
30,0,2,2,0,305,0,0,0,4,3,227,2,1
42,0,2,2,0,473,1,0,0,6,0,494,1,0
29,8,2,2,0,5,0,0,0,15,5,889,5,1
40,10,0,1,0,6322,0,0,0,4,3,459,1,0
47,1,1,0,0,6150,1,0,0,13,8,444,2,0
41,4,0,2,0,0,0,0,0,3,3,475,3,0
32,4,2,2,0,0,1,0,0,20,0,415,2,0
41,9,1,1,0,0,0,0,2,20,6,850,3,0
62,4,1,1,0,4562,1,0,0,3,7,168,1,1
30,9,2,1,0,62,1,0,1,3,3,678,2,0
37,9,2,1,0,3665,0,0,0,12,1,664,3,1
53,1,1,0,0,1100,1,0,2,17,6,714,2,0
34,4,1,1,0,0,0,0,0,2,3,270,1,0
47,4,1,2,0,0,0,0,0,4,1,491,1,0
26,4,1,2,0,877,1,0,0,22,5,611,1,0
38,1,2,0,0,0,1,0,0,17,0,775,1,0
40,9,2,2,0,1175,0,0,0,14,0,184,1,1
67,5,1,0,0,2301,0,0,0,16,0,124,1,0
43,9,1,2,0,591,1,0,0,8,1,889,2,0
31,0,1,1,0,-241,1,0,0,22,5,1287,5,0
29,4,2,2,0,0,1,0,2,30,8,539,12,1
51,10,1,2,0,1801,0,0,0,16,0,838,3,1
49,1,1,1,0,0,0,1,1,10,5,564,2,0
40,4,1,1,0,406,1,0,2,12,6,577,2,1
40,4,2,1,0,10378,1,0,0,17,9,523,3,0
35,9,1,1,0,295,1,0,2,29,8,882,2,0
46,1,1,0,0,977,0,1,1,2,3,436,3,1
49,9,1,3,0,1359,0,0,0,17,0,119,3,0
48,4,0,2,0,507,1,0,0,9,0,528,1,0
31,9,2,2,0,336,0,0,0,22,1,661,1,0
32,0,1,1,0,9049,1,0,0,21,9,536,1,0
26,7,1,1,0,44,1,1,0,4,3,193,2,0
29,4,1,2,0,4328,0,0,0,27,0,121,8,0
46,1,1,0,0,101,1,0,0,11,8,422,1,0
30,9,1,1,0,455,1,0,0,21,9,758,1,1
53,2,2,3,0,717,0,0,0,30,5,594,2,0
30,9,2,2,0,635,0,0,0,13,1,851,8,1
34,4,2,2,0,0,0,0,0,5,3,427,3,0
34,4,1,2,0,0,0,0,0,18,1,431,6,0
42,1,1,1,0,-256,1,0,0,17,0,576,1,0
45,2,0,2,0,-395,1,0,2,13,8,470,1,1
27,9,1,1,0,2460,1,0,0,15,8,600,2,0
56,10,1,0,0,3391,0,0,0,21,0,243,1,1
37,2,1,0,0,-204,1,0,0,24,5,467,1,0
32,9,2,1,0,13565,0,0,0,3,3,613,2,0
58,5,0,0,0,1194,1,0,0,22,8,807,1,0
22,8,2,1,0,4038,1,0,0,15,8,1380,1,0
32,1,1,0,0,634,0,0,0,29,4,696,1,1
39,3,2,0,0,109,1,0,2,6,8,699,3,0
41,6,1,1,0,323,1,0,0,17,0,949,2,1
32,0,2,1,0,5,1,0,2,12,8,593,2,0
36,4,1,2,0,0,0,0,0,27,1,558,11,0
34,8,2,3,0,1281,0,0,0,30,0,109,1,0
48,0,0,1,0,362,0,0,0,13,1,529,1,1
52,4,1,2,0,7192,0,0,0,4,1,1486,1,1
43,0,1,0,0,482,1,0,2,6,6,1041,13,0
39,4,1,2,0,271,1,0,0,12,1,1344,1,1
31,9,2,2,0,2807,0,0,2,8,9,154,1,1
47,4,1,1,0,794,1,1,0,17,9,564,2,0
41,7,0,1,0,83,0,0,2,20,8,834,6,0
47,0,1,1,0,3070,0,0,0,7,1,663,4,1
54,5,2,1,0,129,0,1,0,28,5,867,2,1
60,4,1,2,0,3301,0,0,2,17,6,2621,3,1
56,4,1,2,0,3120,1,0,0,7,1,666,2,0
37,4,1,2,0,0,1,0,0,4,3,199,1,0
35,1,1,0,0,602,1,0,0,14,8,467,6,0
48,9,1,2,0,2,0,0,0,3,3,165,5,0
26,1,1,0,0,104,1,0,0,4,8,230,6,0
32,4,2,2,0,739,1,0,0,2,3,266,2,0
30,4,2,2,0,1541,0,0,0,18,1,471,8,1
36,9,2,1,0,-206,1,0,0,14,8,419,1,0
45,6,0,2,0,963,1,0,0,12,8,528,5,1
64,5,1,3,0,2923,0,0,0,12,7,120,1,0
24,9,2,1,0,820,1,0,2,23,8,665,1,0
27,4,2,2,0,99,1,0,2,4,6,767,2,1
39,9,1,2,0,4313,1,0,2,18,9,272,2,0
34,3,0,1,0,-28,1,0,0,6,3,514,2,0
42,1,1,1,0,698,0,0,2,5,6,729,2,0
23,7,2,1,0,279,1,0,0,18,8,843,1,1
34,9,1,1,0,0,1,0,0,23,5,429,1,0
33,4,1,2,0,55,0,0,0,30,0,526,2,1
48,7,2,1,0,220,0,0,2,5,6,1005,2,0
28,1,2,1,0,2700,0,0,0,3,3,337,4,0
47,4,1,2,0,296,1,0,0,8,8,500,1,0
40,4,1,2,0,713,0,0,0,6,1,433,3,0
25,1,2,1,0,0,0,0,0,23,0,163,1,1
51,1,1,0,0,1194,1,0,2,16,8,558,3,0
35,4,2,3,0,342,0,1,0,2,3,427,4,0
39,1,1,0,0,532,1,0,0,31,5,786,2,0
55,9,1,0,0,818,1,0,0,4,3,185,2,0
27,9,2,1,0,282,0,1,0,9,5,676,5,0
32,1,1,1,0,254,1,0,0,19,9,1720,3,1
33,0,2,1,0,241,0,0,0,22,5,490,1,0
38,1,1,1,0,526,1,0,2,20,8,919,2,0
46,2,0,2,0,567,1,0,0,17,9,554,2,0
41,4,1,2,0,-456,0,0,0,14,0,427,4,0
28,7,1,1,0,6567,1,0,0,21,5,522,1,0
33,4,2,2,0,0,0,0,0,11,1,699,7,1
38,9,1,1,0,581,1,0,0,2,3,223,2,0
43,2,1,1,0,-480,1,1,0,18,8,1126,1,0
62,9,1,1,0,973,0,0,0,2,3,326,1,1
25,0,2,1,0,0,1,0,0,5,8,461,1,0
56,0,1,1,0,45,0,0,2,5,8,1467,1,1
35,7,1,1,0,0,1,0,0,24,5,810,1,0
35,9,1,1,0,548,0,0,0,18,1,457,11,0
34,9,1,2,0,823,0,0,0,3,3,178,3,0
26,1,2,1,0,4146,0,0,0,17,5,628,1,0
43,1,2,1,0,747,0,0,2,29,8,685,2,0
34,1,1,1,0,0,1,0,0,20,0,562,2,0
34,4,1,2,0,2287,1,0,2,26,8,895,4,1
48,9,1,3,0,2106,1,0,0,17,9,499,2,0
26,8,2,1,0,2572,1,0,0,5,8,620,1,0
